,0,1,2
10280,CHEMBL2367397,Oryctolagus cuniculus,Jejunum
10281,CHEMBL2367398,Triticum aestivum,Root
10282,CHEMBL2367399,Cicer arietinum,Root
10283,CHEMBL2367400,Solanum lycopersicum,Fruit
10284,CHEMBL2367401,Solanum lycopersicum,Stem
10285,CHEMBL2367402,Solanum lycopersicum,Leaf
10286,CHEMBL2367403,Piper nigrum,Root
10287,CHEMBL2367404,Oryctolagus cuniculus,gastric fundus smooth muscle
10288,CHEMBL2367405,Rattus norvegicus,Large intestine
10289,CHEMBL2367406,Rattus norvegicus,Blood brain barrier
10290,CHEMBL2367407,Cavia porcellus,Left atrium
10291,CHEMBL2367408,Rattus norvegicus,Hemi-diaphragm
10292,CHEMBL2367409,Ricinus communis,Root
10293,CHEMBL2367410,Ricinus communis,Apical leaf
10294,CHEMBL2367411,Brassica oleracea,Leaf
10295,CHEMBL2367412,Conyza canadensis,Root
10296,CHEMBL2367413,Cicer arietinum,Green seed
10297,CHEMBL2367414,Conyza sumatrensis,Leaf
10298,CHEMBL2367415,Gossypium hirsutum,Cotyledon
10299,CHEMBL2367416,Oryza sativa,Leaf
10300,CHEMBL2367417,Citrus sinensis,fruit
10301,CHEMBL2367418,Hoplobatrachus tigerinus,Heart
10302,CHEMBL2367419,Rattus norvegicus,Thoracic artery
10303,CHEMBL2367420,Ricinus communis,Lower stem
10304,CHEMBL2367421,Mus musculus,Tumor
10305,CHEMBL2367422,Brassica oleracea,Root
10306,CHEMBL2367423,Cicer arietinum,Shoot
10307,CHEMBL2367424,Solanum lycopersicum,Shoot
10308,CHEMBL2367425,Piper nigrum,Berry
10309,CHEMBL2367426,Piper nigrum,Leaf
10310,CHEMBL2367427,Sus scrofa,Liver cytosol
10311,CHEMBL2367428,Rattus norvegicus,Liver microsome
10312,CHEMBL2367429,Rattus norvegicus,Cerebro spinal fluid
10313,CHEMBL2367430,Chilo suppressalis,Haemolymph
10314,CHEMBL2367431,Chilo suppressalis,Fat body
10315,CHEMBL2367432,Chilo suppressalis,Midgut
10316,CHEMBL2367433,Chilo suppressalis,Malpighian tubules
10317,CHEMBL2367434,Phoenix dactylifera,Gomar
10318,CHEMBL2367435,Phoenix dactylifera,Pinnae
10319,CHEMBL2367436,Gossypium hirsutum,Root
10320,CHEMBL2367437,Citrus sinensis,Fruit surface
10321,CHEMBL2367438,Homo sapiens,Epidermal microsome
10322,CHEMBL2367439,Homo sapiens,Dermis
10323,CHEMBL2367440,Geranium molle,Shoot
10324,CHEMBL2367441,Pisum sativum,Root
10325,CHEMBL2367442,Cavia porcellus,Bronchial smooth muscle
10326,CHEMBL2367443,Oryctolagus cuniculus,Gastric fundus smooth muscle
10327,CHEMBL2367444,Rattus norvegicus,Liver cytosol
10328,CHEMBL2367445,Gerbera jamesonii,Flower
10329,CHEMBL2367446,Phaseolus vulgaris,Leaf
10330,CHEMBL2367447,Phoenix dactylifera,Root
10331,CHEMBL2367448,Phoenix dactylifera,Leaf base
10332,CHEMBL2367449,Rattus norvegicus,Thoracic aorta
10333,CHEMBL2375201,Homo sapiens,Tyrosine-protein kinase transmembrane receptor ROR2
10334,CHEMBL2375202,Homo sapiens,Lymphocyte antigen 96
10335,CHEMBL2375203,Mus musculus,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
10336,CHEMBL2375204,Homo sapiens,Acyl-CoA wax alcohol acyltransferase 2
10337,CHEMBL2375205,Homo sapiens,Acyl-CoA wax alcohol acyltransferase 1
10338,CHEMBL2375206,Homo sapiens,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
10339,CHEMBL2375207,Homo sapiens,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
10340,CHEMBL2380186,Gallus gallus,Transcriptional activator Myb
10341,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6
10342,CHEMBL2380188,Homo sapiens,TCDD-inducible poly [ADP-ribose] polymerase
10343,CHEMBL2380189,Homo sapiens,Poly [ADP-ribose] polymerase 11
10344,CHEMBL2380190,Mus musculus,Endothelial lipase
10345,CHEMBL2384890,Canis familiaris,G-protein coupled receptor
10346,CHEMBL2384891,Homo sapiens,Calcium release-activated calcium channel protein 1
10347,CHEMBL2384894,Mus musculus,Bone morphogenetic protein 4
10348,CHEMBL2384895,Mus musculus,Lymphocyte antigen 96
10349,CHEMBL2384896,Mus musculus,Monocyte differentiation antigen CD14
10350,CHEMBL2384897,Homo sapiens,Monocyte differentiation antigen CD14
10351,CHEMBL2384898,Homo sapiens,N-arachidonyl glycine receptor
10352,CHEMBL2390809,Bacillus coagulans,Proline iminopeptidase
10353,CHEMBL2390810,Homo sapiens,Microtubule-associated protein 2
10354,CHEMBL2390811,Mycobacterium tuberculosis,Thioredoxin reductase
10355,CHEMBL2390812,Rattus norvegicus,G protein-coupled receptor GPR35
10356,CHEMBL2390813,Mus musculus,G-protein coupled receptor 35
10357,CHEMBL2390814,Homo sapiens,Urea transporter 1
10358,CHEMBL2390815,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),Glycosyltransferase WbpZ
10359,CHEMBL2396503,Escherichia coli,FimH
10360,CHEMBL2396504,Human immunodeficiency virus type 1 group M subtype B (isolate SF162)(HIV-1),Envelope glycoprotein gp160
10361,CHEMBL2396505,Coxsackievirus B3 (strain Nancy),Genome polyprotein
10362,CHEMBL2396506,Homo sapiens,Dual specificity protein phosphatase 23
10363,CHEMBL2396507,Homo sapiens,Dual specificity protein phosphatase 15
10364,CHEMBL2396508,Homo sapiens,Receptor-type tyrosine-protein phosphatase S
10365,CHEMBL2396509,Homo sapiens,Tyrosine-protein phosphatase non-receptor type 3
10366,CHEMBL2396510,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),RocR
10367,CHEMBL2396511,Homo sapiens,Dual specificity protein phosphatase 10
10368,CHEMBL2396512,Homo sapiens,Mothers against decapentaplegic homolog 2
10369,CHEMBL2401602,Homo sapiens,N-acylneuraminate-9-phosphatase
10370,CHEMBL2401603,Homo sapiens,H(+)/Cl(-) exchange transporter 3
10371,CHEMBL2401604,Mus musculus,Tubulin polyglutamylase TTLL7
10372,CHEMBL2401605,Mus musculus,Sphingosine kinase 1
10373,CHEMBL2401606,Homo sapiens,Transcription factor ETV6
10374,CHEMBL2401608,Mus musculus,P2X purinoceptor 3
10375,CHEMBL2401609,Flaveria bidentis,Carbonic anhydrase
10376,CHEMBL2406892,Homo sapiens,Myoglobin
10377,CHEMBL2406893,Ovis aries,Major prion protein
10378,CHEMBL2406894,Bos taurus,"Alkaline phosphatase, tissue-nonspecific isozyme"
10379,CHEMBL2406895,Homo sapiens,G protein-activated inward rectifier potassium channel 2
10380,CHEMBL2406897,Homo sapiens,Cytochrome P450 2W1
10381,CHEMBL2406899,Homo sapiens,Probable ubiquitin carboxyl-terminal hydrolase FAF-X
10382,CHEMBL2406900,Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 4
10383,CHEMBL2406901,Bos taurus,"Citrate synthase, mitochondrial"
10384,CHEMBL2412949,Gallus gallus,Uncharacterized protein
10385,CHEMBL2417346,Mus musculus,Oxysterols receptor LXR-beta
10386,CHEMBL2417347,Homo sapiens,Short transient receptor potential channel 6
10387,CHEMBL2417348,Homo sapiens,Short transient receptor potential channel 3
10388,CHEMBL2417349,Bacillus subtilis,Cell division protein FtsZ
10389,CHEMBL2417350,Rattus norvegicus,Tumor necrosis factor receptor superfamily member 6
10390,CHEMBL2417351,Homo sapiens,Microtubule-associated serine/threonine-protein kinase 4
10391,CHEMBL2417352,Homo sapiens,Microtubule-associated serine/threonine-protein kinase 3
10392,CHEMBL2417353,Homo sapiens,Serine/threonine-protein kinase Nek8
10393,CHEMBL2417354,Homo sapiens,"Acylglycerol kinase, mitochondrial"
10394,CHEMBL2417355,Homo sapiens,Microtubule-associated serine/threonine-protein kinase 2
10395,CHEMBL2424500,Pseudomonas aeruginosa PA14,Transcriptional regulator MvfR
10396,CHEMBL2424501,Arabidopsis thaliana,Tubulin beta-6 chain
10397,CHEMBL2424504,Homo sapiens,Lysine-specific demethylase 5A
10398,CHEMBL2424505,Homo sapiens,Peptidyl-prolyl cis-trans isomerase C
10399,CHEMBL2424506,Staphylococcus aureus,DNA gyrase subunit A
10400,CHEMBL2424507,Toxoplasma gondii,Actin
10401,CHEMBL2424508,Homo sapiens,PHD finger protein 23
10402,CHEMBL2424509,Homo sapiens,Tumor suppressor p53-binding protein 1
10403,CHEMBL2424510,Homo sapiens,E3 ubiquitin-protein ligase UHRF1
10404,CHEMBL2424511,Plasmodium falciparum (isolate 3D7),3-oxoacyl-(Acyl-carrier protein) reductase
10405,CHEMBL2429705,Mus musculus,Potassium voltage-gated channel subfamily A member 1
10406,CHEMBL2429706,Rattus norvegicus,Proteinase-activated receptor 2
10407,CHEMBL2429707,Staphylococcus aureus,Signal peptidase IB
10408,CHEMBL2429708,Homo sapiens,Poly [ADP-ribose] polymerase 10
10409,CHEMBL2429709,Homo sapiens,Poly [ADP-ribose] polymerase 12
10410,CHEMBL2429710,Rattus norvegicus,Tyrosine-protein phosphatase non-receptor type 5
10411,CHEMBL2434817,Mus musculus,Mitogen-activated protein kinase kinase kinase 11
10412,CHEMBL2434818,Mus musculus,Orexin receptor type 2
10413,CHEMBL2434819,Mus musculus,Orexin receptor type 1
10414,CHEMBL2439943,Rattus norvegicus,Huntingtin
10415,CHEMBL2439944,Homo sapiens,2-acylglycerol O-acyltransferase 2
10416,CHEMBL2439945,Xanthomonas vasicola,Type-2 restriction enzyme XhoI
10417,CHEMBL3038451,Homo sapiens,AMPK alpha1/beta1/gamma2
10418,CHEMBL3038452,Homo sapiens,AMPK alpha1/beta1/gamma3
10419,CHEMBL3038453,Homo sapiens,AMPK alpha1/beta2/gamma1
10420,CHEMBL3038454,Homo sapiens,AMPK alpha1/alpha2
10421,CHEMBL3038455,Homo sapiens,AMPK alpha2/beta1/gamma1
10422,CHEMBL3038456,Homo sapiens,AMPK alpha2/beta2/gamma1
10423,CHEMBL3038457,Homo sapiens,AMPK alpha2/beta2/gamma3
10424,CHEMBL3038458,Homo sapiens,Nicotinic acetylcholine receptor alpha2/beta2
10425,CHEMBL3038459,Homo sapiens,Nicotinic acetylcholine receptor alpha2/beta4
10426,CHEMBL3038460,Mus musculus,Nicotinic acetylcholine receptor alpha1/beta1/gamma/delta
10427,CHEMBL3038461,Homo sapiens,Nicotinic acetylcholine receptor alpha4/beta2/alpha5
10428,CHEMBL3038462,Rattus norvegicus,Nicotinic acetylcholine receptor alpha9/alpha10
10429,CHEMBL3038463,Homo sapiens,AKT/p21CIP1
10430,CHEMBL3038464,Homo sapiens,Axin1/beta-catenin
10431,CHEMBL3038465,Homo sapiens,cIAP1/cIAP2
10432,CHEMBL3038466,Homo sapiens,Calpain1/2
10433,CHEMBL3038467,Homo sapiens,CDK1/Cyclin A
10434,CHEMBL3038468,Homo sapiens,CDK1/Cyclin E
10435,CHEMBL3038469,Homo sapiens,CDK2/Cyclin A
10436,CHEMBL3038470,Homo sapiens,CDK2/Cyclin A1
10437,CHEMBL3038471,Homo sapiens,CDK3/Cyclin E
10438,CHEMBL3038472,Homo sapiens,CDK4/Cyclin D3
10439,CHEMBL3038473,Homo sapiens,CDK7/Cyclin H/MNAT1
10440,CHEMBL3038474,Homo sapiens,CDK8/Cyclin C
10441,CHEMBL3038475,Homo sapiens,CDK9/Cyclin K
10442,CHEMBL3038476,Homo sapiens,ORAI 1/2/3
10443,CHEMBL3038477,Homo sapiens,Casein kinase II alpha/beta
10444,CHEMBL3038478,Homo sapiens,Dopamine receptor D2L/neurotensin receptor NTS1
10445,CHEMBL3038479,Homo sapiens,fMet-Leu-Phe receptor 1/2
10446,CHEMBL3038480,Homo sapiens,Ionotropic glutamate receptor kainate 2/5
10447,CHEMBL3038481,Rattus norvegicus,Ionotropic glutamate receptor kainate 2/5
10448,CHEMBL3038482,Staphylococcus aureus,DNA gyrase
10449,CHEMBL3038483,Homo sapiens,Histone deacetylase 1/3/5/8
10450,CHEMBL3038484,Homo sapiens,Histone deacetylase 3/NCoR1
10451,CHEMBL3038485,Homo sapiens,Beta-N-acetyl-D-hexosaminidase-A/B
10452,CHEMBL3038486,Homo sapiens,IKK epsilon/TBK1
10453,CHEMBL3038487,Rattus norvegicus,Kir6.2/SUR1
10454,CHEMBL3038488,Homo sapiens,Kir3.1/Kir3.4
10455,CHEMBL3038489,Homo sapiens,Kir3.1/Kir3.2
10456,CHEMBL3038490,Homo sapiens,Kir3.2/Kir3.3
10457,CHEMBL3038491,Homo sapiens,JAK3/JAK1
10458,CHEMBL3038492,Homo sapiens,JAK2/JAK1
10459,CHEMBL3038493,Homo sapiens,Casein kinase I/MDM2
10460,CHEMBL3038494,Homo sapiens,Casein kinase I delta/epsilon
10461,CHEMBL3038495,Homo sapiens,Calcium-activated potassium channel alpha/beta 1
10462,CHEMBL3038496,Homo sapiens,Lysine-specific demethylase 7A/7B
10463,CHEMBL3038497,Mus musculus,Lysine-specific demethylase 7A/7B
10464,CHEMBL3038498,Homo sapiens,Keap1/Nrf2
10465,CHEMBL3038499,Homo sapiens,TAK1/TAB1
10466,CHEMBL3038500,Homo sapiens,MAST1/MAST2
10467,CHEMBL3038501,Mus musculus,JNK1/JNK2
10468,CHEMBL3038502,Homo sapiens,JNK2/JNK3
10469,CHEMBL3038503,Homo sapiens,p38 delta/gamma
10470,CHEMBL3038504,Homo sapiens,Ionotropic glutamate receptor NMDA 1/2C
10471,CHEMBL3038505,Homo sapiens,Ionotropic glutamate receptor NMDA 1/2D
10472,CHEMBL3038506,Rattus norvegicus,Ionotropic glutamate receptor NMDA 1/2D
10473,CHEMBL3038507,Rattus norvegicus,Nociceptin/mu opioid receptor
10474,CHEMBL3038508,Staphylococcus aureus,Topoisomerase IV
10475,CHEMBL3038509,Homo sapiens,PI4KA/PI4KAP2
10476,CHEMBL3038510,Homo sapiens,PI3K p110 beta/p85 alpha
10477,CHEMBL3038511,Homo sapiens,TCF4/beta-catenin
10478,CHEMBL3038512,Homo sapiens,Toll-like receptor 4/MD-2
10479,CHEMBL3038513,Homo sapiens,Toll-like receptor 4/MD-2/CD14
10480,CHEMBL3038514,Mus musculus,Toll-like receptor 4/MD-2/CD14
10481,CHEMBL3038515,Homo sapiens,Tankyrase 1/2
10482,CHEMBL3038516,Mus musculus,TPR/MET fusion protein
10483,CHEMBL3038517,Homo sapiens,CDK2/CDK4
10484,CHEMBL3038518,Cavia porcellus,mu/kappa opioid receptor
10485,CHEMBL3041361,Bacteria,Peptidoglycan
10486,CHEMBL3085612,Pneumocystis carinii,Thymidylate synthase
10487,CHEMBL3085613,Mycobacterium smegmatis,DNA gyrase subunit B
10488,CHEMBL3085614,Caenorhabditis elegans,Calcium-activated potassium channel slo-1
10489,CHEMBL3085615,Lysobacter enzymogenes,Alpha-lytic protease
10490,CHEMBL3085616,Canis familiaris,Potassium voltage-gated channel subfamily H member 2
10491,CHEMBL3085617,Homo sapiens,Probable G-protein coupled receptor 151
10492,CHEMBL3085618,Homo sapiens,Probable G-protein coupled receptor 132
10493,CHEMBL3085619,Mus musculus,Bromodomain-containing protein 4
10494,CHEMBL3085620,Homo sapiens,Transcription activator BRG1
10495,CHEMBL3085621,Homo sapiens,Nucleosome-remodeling factor subunit BPTF
10496,CHEMBL3085622,Homo sapiens,Bromodomain-containing protein 7
10497,CHEMBL3091260,Cricetulus griseus,Kappa-type opioid receptor
10498,CHEMBL3091261,Cricetulus griseus,Delta-type opioid receptor
10499,CHEMBL3091262,Homo sapiens,Poly [ADP-ribose] polymerase 8
10500,CHEMBL3091263,Macaca mulatta,"GMP-stimulated 3',5'-cyclic nucleotide phosphodiesterase"
10501,CHEMBL3091264,Mus musculus,Multidrug and toxin extrusion protein 1
10502,CHEMBL3091266,Homo sapiens,G-protein coupled receptor 39
10503,CHEMBL3091267,Rattus norvegicus,Protein Gpr39
10504,CHEMBL3091268,Homo sapiens,Nuclear receptor ROR-beta
10505,CHEMBL3091269,Rattus norvegicus,NAD(P)H dehydrogenase [quinone] 1
10506,CHEMBL3091270,Burkholderia pseudomallei (strain K96243),"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
10507,CHEMBL3097981,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),Fe(3+)-pyochelin receptor
10508,CHEMBL3097982,Thalassiosira weissflogii,Delta carbonic anhydrase
10509,CHEMBL3097983,Clostridium sticklandii,Proline racemase
10510,CHEMBL3097984,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Serine racemase
10511,CHEMBL3097985,Cavia porcellus,Natriuretic peptides A
10512,CHEMBL3102687,Mus musculus,Ezrin
10513,CHEMBL3102688,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),BirA bifunctional protein
10514,CHEMBL3102689,Macaca fascicularis,G-protein coupled receptor 119
10515,CHEMBL3102690,Bacillus anthracis,Dihydroorotase
10516,CHEMBL3108631,Mus musculus,Acetyl-CoA carboxylase 2
10517,CHEMBL3108632,Mus musculus,Transient receptor potential cation channel subfamily M member 8
10518,CHEMBL3108633,Homo sapiens,Platelet-derived growth factor subunit B
10519,CHEMBL3108634,Homo sapiens,Clathrin heavy chain 1
10520,CHEMBL3108635,Leishmania amazonensis,Arginase
10521,CHEMBL3108636,Sus scrofa,Amiloride-sensitive amine oxidase [copper-containing]
10522,CHEMBL3108638,Homo sapiens,Transcription intermediary factor 1-alpha
10523,CHEMBL3108639,Homo sapiens,Cat eye syndrome critical region protein 2
10524,CHEMBL3108640,Homo sapiens,Bromodomain-containing protein 9
10525,CHEMBL3108641,Homo sapiens,Transcription initiation factor TFIID subunit 1-like
10526,CHEMBL3108642,Homo sapiens,Bromodomain adjacent to zinc finger domain protein 2A
10527,CHEMBL3108643,Homo sapiens,Nuclear body protein SP140
10528,CHEMBL3108644,Homo sapiens,Bromodomain and PHD finger-containing protein 3
10529,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2
10530,CHEMBL3108646,Homo sapiens,Histone-lysine N-methyltransferase NSD3
10531,CHEMBL3108647,Homo sapiens,Histone-lysine N-methyltransferase SETD2
10532,CHEMBL3108648,Homo sapiens,Protein arginine N-methyltransferase 8
10533,CHEMBL3108652,Mus musculus,DNA (cytosine-5)-methyltransferase 3A
10534,CHEMBL3108653,Mus musculus,Aldose reductase
10535,CHEMBL3108654,Rattus norvegicus,Telomerase reverse transcriptase
10536,CHEMBL3108655,Homo sapiens,Serine/threonine-protein kinase Nek10
10537,CHEMBL3108656,Homo sapiens,GTP-binding protein Rheb
10538,CHEMBL3108657,Homo sapiens,"3-hydroxyanthranilate 3,4-dioxygenase"
10539,CHEMBL3108658,Rattus norvegicus,"3-hydroxyanthranilate 3,4-dioxygenase"
10540,CHEMBL3108659,Trypanosoma cruzi,"6-phospho-1-fructokinase, putative"
10541,CHEMBL3108660,Homo sapiens,Von Hippel-Lindau disease tumor suppressor
10542,CHEMBL3112374,Mus musculus,"Alkaline phosphatase, placental-like"
10543,CHEMBL3112375,Sus scrofa,Protein-lysine 6-oxidase
10544,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3
10545,CHEMBL3112377,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase"
10546,CHEMBL3112378,Mus musculus,Proteasome subunit beta type-2
10547,CHEMBL3112379,Homo sapiens,Phosphatidylcholine:ceramide cholinephosphotransferase 2
10548,CHEMBL3112380,Streptococcus pneumoniae,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
10549,CHEMBL3112381,Bacillus subtilis (strain 168),D-alanyl-D-alanine carboxypeptidase DacA
10550,CHEMBL3112382,Bacillus subtilis (strain 168),Penicillin-binding protein 4
10551,CHEMBL3112383,Bacillus subtilis (strain 168),Penicillin-binding protein 3
10552,CHEMBL3112384,Homo sapiens,Retinal dehydrogenase 2
10553,CHEMBL3112385,Homo sapiens,Choline/ethanolamine kinase
10554,CHEMBL3112386,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),Regulatory protein RhlR
10555,CHEMBL3112387,Mus musculus,Glucokinase
10556,CHEMBL3112388,Rhodococcus sp,Endoglycoceramidase II
10557,CHEMBL3120039,Homo sapiens,Growth/differentiation factor 15
10558,CHEMBL3120040,Homo sapiens,Regulatory-associated protein of mTOR
10559,CHEMBL3120041,Homo sapiens,"DNA-directed RNA polymerase, mitochondrial"
10560,CHEMBL3120042,Mus musculus,Tartrate-resistant acid phosphatase type 5
10561,CHEMBL3120043,Glycine max,Seed linoleate 9S-lipoxygenase
10562,CHEMBL3120044,Homo sapiens,Protein HEXIM1
10563,CHEMBL3124731,Homo sapiens,"Presequence protease, mitochondrial"
10564,CHEMBL3124732,Macaca mulatta,Beta-3 adrenergic receptor
10565,CHEMBL3124733,Rattus norvegicus,Glucokinase regulatory protein
10566,CHEMBL3124734,Homo sapiens,Interleukin-6 receptor subunit beta
10567,CHEMBL3124737,Mus musculus,DNA polymerase lambda
10568,CHEMBL3124738,Drosophila melanogaster,DNA polymerase delta catalytic subunit
10569,CHEMBL3124739,Mus musculus,Menin
10570,CHEMBL3124740,Escherichia coli J96,Type 1 fimbrial adhesin FimH
10571,CHEMBL3132741,Homo sapiens,Peregrin
10572,CHEMBL3137261,Homo sapiens,PRMT5/MEP50 complex
10573,CHEMBL3137262,Homo sapiens,LSD1/CoREST complex
10574,CHEMBL3137263,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),PA/PB1
10575,CHEMBL3137264,Mus musculus,Nicotinic acetylcholine receptor alpha1/beta1/epsilon/delta
10576,CHEMBL3137265,Homo sapiens,HSP90 and hnRNPA2/B1
10577,CHEMBL3137266,Homo sapiens,IL6Ralpha/GP130
10578,CHEMBL3137267,Homo sapiens,PKC alpha and beta-2
10579,CHEMBL3137268,Homo sapiens,Integrin alpha2/beta1
10580,CHEMBL3137269,Rattus norvegicus,Cav1.3/Cav beta3 complex
10581,CHEMBL3137270,Rattus norvegicus,Cav1.3/Cav beta3/Cav alpha2delta complex
10582,CHEMBL3137272,Homo sapiens,Nicotinic acetylcholine receptor alpha3/beta2/alpha5
10583,CHEMBL3137273,Homo sapiens,Nicotinic acetylcholine receptor alpha3/beta4/alpha5
10584,CHEMBL3137274,Homo sapiens,LIFR/GP130
10585,CHEMBL3137275,Rattus norvegicus,Nicotinic acetylcholine receptor alpha6/alpha3/beta2/beta3
10586,CHEMBL3137276,Rattus norvegicus,Nicotinic acetylcholine receptor alpha6/alpha3/beta4
10587,CHEMBL3137277,Rattus norvegicus,P2X2/P2X3 receptor
10588,CHEMBL3137278,Homo sapiens,Integrin alpha1/beta1 complex
10589,CHEMBL3137280,Mus musculus,TLR7 and TLR8
10590,CHEMBL3137281,Homo sapiens,Soluble guanylate cyclase alpha1/beta1 complex
10591,CHEMBL3137282,Homo sapiens,MLL1/ASH2L/RBBP5/WDR5 complex
10592,CHEMBL3137283,Homo sapiens,Bcl-xL/BAK
10593,CHEMBL3137284,Homo sapiens,MER intracellular domain/EGFR extracellular domain chimera
10594,CHEMBL3137285,Homo sapiens,Nicotinic acetylcholine receptor alpha6/alpha3/beta4
